time,received,sent
2022-05-30 21:13:09,7.341491,-6.939905
2022-05-30 21:13:08,21.00276,-23.53727
2022-05-30 21:13:07,14.959753,-19.86682
2022-05-30 21:13:06,0,0
2022-05-30 21:13:05,0,0
2022-05-30 21:13:04,0,0
2022-05-30 21:13:03,0,0
2022-05-30 21:13:02,0,0
2022-05-30 21:13:01,0,0
2022-05-30 21:13:00,0,0
2022-05-30 21:12:59,0,0
2022-05-30 21:12:58,0,0
2022-05-30 21:12:57,0.2450508,-0.4209847
2022-05-30 21:12:56,0.3789492,-0.6510153
2022-05-30 21:12:55,0,0
2022-05-30 21:12:54,0,0
2022-05-30 21:12:53,0,0
2022-05-30 21:12:52,0,0
2022-05-30 21:12:51,0,0
2022-05-30 21:12:50,0,0
2022-05-30 21:12:49,0,0
2022-05-30 21:12:48,0.9815826,-1.0319202
2022-05-30 21:12:47,1.5144174,-1.5920798
2022-05-30 21:12:46,0,0
2022-05-30 21:12:45,0,0
2022-05-30 21:12:44,0,0
2022-05-30 21:12:43,0,0
2022-05-30 21:12:42,0,0
2022-05-30 21:12:41,0,0
2022-05-30 21:12:40,0,0
2022-05-30 21:12:39,0,0
2022-05-30 21:12:38,0,0
2022-05-30 21:12:37,0,0
2022-05-30 21:12:36,0,0
2022-05-30 21:12:35,0,0
2022-05-30 21:12:34,0,0
2022-05-30 21:12:33,0,0
2022-05-30 21:12:32,0,0
2022-05-30 21:12:31,0,0
2022-05-30 21:12:30,0,0
2022-05-30 21:12:29,0,0
2022-05-30 21:12:28,0,0
2022-05-30 21:12:27,0,0
2022-05-30 21:12:26,0,0
2022-05-30 21:12:25,0,0
2022-05-30 21:12:24,0,0
2022-05-30 21:12:23,0,0
2022-05-30 21:12:22,0,0
2022-05-30 21:12:21,0,0
2022-05-30 21:12:20,0,0
2022-05-30 21:12:19,0,0
2022-05-30 21:12:18,0,0
2022-05-30 21:12:17,0,0
2022-05-30 21:12:16,0,0
2022-05-30 21:12:15,0,0
2022-05-30 21:12:14,0,0
2022-05-30 21:12:13,0,0
