time,in,out
2022-05-31 06:03:53,329.5187,-70.60469
2022-05-31 06:03:52,7231.748,-38.24817
2022-05-31 06:03:51,806.7336,0
2022-05-31 06:03:50,901.1756,0
2022-05-31 06:03:49,19478.82,0
2022-05-31 06:03:48,0,0
2022-05-31 06:03:47,0,0
2022-05-31 06:03:46,0,0
2022-05-31 06:03:45,0,0
2022-05-31 06:03:44,0,0
2022-05-31 06:03:43,0,0
2022-05-31 06:03:42,0,0
2022-05-31 06:03:41,0,0
2022-05-31 06:03:40,0,0
2022-05-31 06:03:39,0,0
2022-05-31 06:03:38,0,0
2022-05-31 06:03:37,0,0
2022-05-31 06:03:36,0,0
2022-05-31 06:03:35,0,0
2022-05-31 06:03:34,0,0
2022-05-31 06:03:33,0,0
2022-05-31 06:03:32,0,0
2022-05-31 06:03:31,0,0
2022-05-31 06:03:30,0,0
2022-05-31 06:03:29,0,0
2022-05-31 06:03:28,0,-1.0630291
2022-05-31 06:03:27,0,-22.93697
2022-05-31 06:03:26,0,0
2022-05-31 06:03:25,0,0
2022-05-31 06:03:24,0,0
2022-05-31 06:03:23,0,0
2022-05-31 06:03:22,0.1752341,-8.936939
2022-05-31 06:03:21,3.824766,-195.0631
2022-05-31 06:03:20,0,0
2022-05-31 06:03:19,0,0
2022-05-31 06:03:18,0,0
2022-05-31 06:03:17,0,-2.985657
2022-05-31 06:03:16,0,-65.01434
2022-05-31 06:03:15,0,0
2022-05-31 06:03:14,0,0
2022-05-31 06:03:13,0,0
2022-05-31 06:03:12,0,0
2022-05-31 06:03:11,0,0
2022-05-31 06:03:10,0,0
2022-05-31 06:03:09,0,0
2022-05-31 06:03:08,0,0
2022-05-31 06:03:07,0,0
2022-05-31 06:03:06,0,-0.1693527
2022-05-31 06:03:05,0,-3.830647
2022-05-31 06:03:04,0,0
2022-05-31 06:03:03,0,0
2022-05-31 06:03:02,0,0
2022-05-31 06:03:01,0,0
2022-05-31 06:03:00,0,0
2022-05-31 06:02:59,0,0
2022-05-31 06:02:58,0,0
2022-05-31 06:02:57,0,0
2022-05-31 06:02:56,0,0
2022-05-31 06:02:55,0,0
2022-05-31 06:02:54,0,0
2022-05-31 06:02:53,0,0
2022-05-31 06:02:52,0,0
2022-05-31 06:02:51,0,0
2022-05-31 06:02:50,0,0
2022-05-31 06:02:49,0,0
2022-05-31 06:02:48,0,0
2022-05-31 06:02:47,0,0
2022-05-31 06:02:46,0,0
2022-05-31 06:02:45,0,0
2022-05-31 06:02:44,0,0
2022-05-31 06:02:43,0,0
2022-05-31 06:02:42,0,0
2022-05-31 06:02:41,0,0
2022-05-31 06:02:40,0,0
2022-05-31 06:02:39,0,0
2022-05-31 06:02:38,0,0
2022-05-31 06:02:37,0,0
2022-05-31 06:02:36,0,0
2022-05-31 06:02:35,0,-0.4942213
2022-05-31 06:02:34,0,-11.505779
2022-05-31 06:02:33,0,0
2022-05-31 06:02:32,0,0
2022-05-31 06:02:31,0,0
2022-05-31 06:02:30,0,0
2022-05-31 06:02:29,0,-7.63358
2022-05-31 06:02:28,0,-180.3664
2022-05-31 06:02:27,0,0
2022-05-31 06:02:26,0,0
2022-05-31 06:02:25,0,0
2022-05-31 06:02:24,0,0
2022-05-31 06:02:23,0,0
2022-05-31 06:02:22,0,0
2022-05-31 06:02:21,0,0
2022-05-31 06:02:20,0,0
2022-05-31 06:02:19,0,0
2022-05-31 06:02:18,0,0
2022-05-31 06:02:17,0,0
2022-05-31 06:02:16,0,0
2022-05-31 06:02:15,0,0
2022-05-31 06:02:14,0,0
2022-05-31 06:02:13,0,0
2022-05-31 06:02:12,0,0
2022-05-31 06:02:11,0,0
2022-05-31 06:02:10,0,0
2022-05-31 06:02:09,0,0
2022-05-31 06:02:08,0,0
2022-05-31 06:02:07,0,0
2022-05-31 06:02:06,0,0
2022-05-31 06:02:05,0,0
2022-05-31 06:02:04,0,-0.835399
2022-05-31 06:02:03,0,-19.1646
2022-05-31 06:02:02,0,0
2022-05-31 06:02:01,0,0
2022-05-31 06:02:00,0,0
2022-05-31 06:01:59,0,0
2022-05-31 06:01:58,0,-2.694788
2022-05-31 06:01:57,0,-61.30521
2022-05-31 06:01:56,0,0
2022-05-31 06:01:55,0,0
2022-05-31 06:01:54,0,0
2022-05-31 06:01:53,0,0
2022-05-31 06:01:52,0,0
2022-05-31 06:01:51,0,0
2022-05-31 06:01:50,0,0
2022-05-31 06:01:49,0,0
2022-05-31 06:01:48,0,0
2022-05-31 06:01:47,0,0
2022-05-31 06:01:46,0,0
2022-05-31 06:01:45,0,0
2022-05-31 06:01:44,0,0
2022-05-31 06:01:43,0,0
2022-05-31 06:01:42,0,0
2022-05-31 06:01:41,0,0
2022-05-31 06:01:40,0,0
2022-05-31 06:01:39,0,0
2022-05-31 06:01:38,0,0
2022-05-31 06:01:37,0,0
2022-05-31 06:01:36,0,0
2022-05-31 06:01:35,0,0
2022-05-31 06:01:34,0,0
2022-05-31 06:01:33,0,0
2022-05-31 06:01:32,0,0
2022-05-31 06:01:31,0,0
2022-05-31 06:01:30,0,0
2022-05-31 06:01:29,0,0
2022-05-31 06:01:28,0.6969021,0
2022-05-31 06:01:27,15.303098,0
2022-05-31 06:01:26,0,0
2022-05-31 06:01:25,0,0
2022-05-31 06:01:24,0,0
2022-05-31 06:01:23,0,-0.1738028
2022-05-31 06:01:22,0,-3.826197
2022-05-31 06:01:21,0,0
2022-05-31 06:01:20,0,0
2022-05-31 06:01:19,0,0
2022-05-31 06:01:18,0,-8.382952
2022-05-31 06:01:17,0,-183.617
2022-05-31 06:01:16,0,0
2022-05-31 06:01:15,0,0
2022-05-31 06:01:14,0,0
2022-05-31 06:01:13,0,0
2022-05-31 06:01:12,0,0
2022-05-31 06:01:11,0,0
2022-05-31 06:01:10,0,0
2022-05-31 06:01:09,0,0
2022-05-31 06:01:08,0,0
2022-05-31 06:01:07,0,0
2022-05-31 06:01:06,0,0
2022-05-31 06:01:05,0,0
2022-05-31 06:01:04,0,0
2022-05-31 06:01:03,0,0
2022-05-31 06:01:02,0,0
2022-05-31 06:01:01,0,0
2022-05-31 06:01:00,0,0
2022-05-31 06:00:59,0,0
2022-05-31 06:00:58,0,0
2022-05-31 06:00:57,0,0
2022-05-31 06:00:56,0,0
2022-05-31 06:00:55,0,0
2022-05-31 06:00:54,0,0
2022-05-31 06:00:53,0,-0.8802676
2022-05-31 06:00:52,0,-19.11973
2022-05-31 06:00:51,0,0
2022-05-31 06:00:50,0,0
2022-05-31 06:00:49,0,0
2022-05-31 06:00:48,0,0
2022-05-31 06:00:47,0,-2.800991
2022-05-31 06:00:46,0,-61.19901
2022-05-31 06:00:45,0,0
2022-05-31 06:00:44,0,0
2022-05-31 06:00:43,0,0
2022-05-31 06:00:42,0,0
2022-05-31 06:00:41,0,0
2022-05-31 06:00:40,0,0
2022-05-31 06:00:39,0,0
2022-05-31 06:00:38,0,0
2022-05-31 06:00:37,0,0
2022-05-31 06:00:36,0,0
2022-05-31 06:00:35,0,0
2022-05-31 06:00:34,0,0
2022-05-31 06:00:33,0,0
2022-05-31 06:00:32,0,0
2022-05-31 06:00:31,0,0
2022-05-31 06:00:30,0,0
2022-05-31 06:00:29,0,0
2022-05-31 06:00:28,0,0
2022-05-31 06:00:27,0,0
2022-05-31 06:00:26,0,0
2022-05-31 06:00:25,0,0
2022-05-31 06:00:24,0,0
2022-05-31 06:00:23,0,0
2022-05-31 06:00:22,0,0
2022-05-31 06:00:21,0,-0.1749414
2022-05-31 06:00:20,0,-3.825059
2022-05-31 06:00:19,0,0
2022-05-31 06:00:18,0,0
2022-05-31 06:00:17,0,0
2022-05-31 06:00:16,0,-8.464661
2022-05-31 06:00:15,0,-183.5353
2022-05-31 06:00:14,0,0
2022-05-31 06:00:13,0,0
2022-05-31 06:00:12,0,0
2022-05-31 06:00:11,0,0
2022-05-31 06:00:10,0,0
2022-05-31 06:00:09,0,0
2022-05-31 06:00:08,0,0
2022-05-31 06:00:07,0,0
2022-05-31 06:00:06,0,0
2022-05-31 06:00:05,0,0
2022-05-31 06:00:04,0,0
2022-05-31 06:00:03,0,0
2022-05-31 06:00:02,0,0
2022-05-31 06:00:01,0,0
2022-05-31 06:00:00,0,0
2022-05-31 05:59:59,0,0
2022-05-31 05:59:58,0,0
2022-05-31 05:59:57,0,0
2022-05-31 05:59:56,0,0
2022-05-31 05:59:55,0,0
2022-05-31 05:59:54,0,0
2022-05-31 05:59:53,0,0
2022-05-31 05:59:52,0,0
2022-05-31 05:59:51,0,-0.8988176
2022-05-31 05:59:50,0,-19.10118
2022-05-31 05:59:49,0,0
2022-05-31 05:59:48,0,0
2022-05-31 05:59:47,0,0
2022-05-31 05:59:46,0,0
2022-05-31 05:59:45,0,-3.773547
